0.000000	37.002029	47.062073	73.193494	24.906231	143.735785	19.877805	495.329202	97.836995	154.798440	97.141676	631.373510	292.988863
0.500000	37.026095	47.244014	73.315078	24.936641	143.796536	19.862597	495.329202	97.836995	154.798440	97.141676	631.373510	292.883509
1.000000	36.989996	47.092396	73.193494	24.921436	143.857286	19.893014	495.120993	97.836995	154.798440	97.101184	631.373510	292.883509
1.500000	37.014062	47.183367	73.345474	24.860615	143.675034	19.862597	495.537411	97.836995	154.798440	97.101184	631.373510	292.883509
2.000000	36.977963	47.274337	73.284682	24.936641	143.675034	19.938640	495.329202	97.836995	154.798440	97.141676	631.373510	292.988863
2.500000	37.038129	47.153043	73.254286	24.906231	143.675034	19.862597	495.329202	97.836995	154.798440	97.141676	631.373510	292.883509
3.000000	37.026095	47.244014	73.497454	24.936641	143.735785	19.999475	495.329202	97.836995	154.798440	97.101184	631.373510	292.883509
3.500000	36.989996	47.213690	74.591709	24.951846	144.221789	20.531781	495.329202	97.836995	154.798440	97.141676	631.373510	292.883509
4.000000	36.977963	47.850484	76.506655	24.906231	146.044306	21.398678	495.329202	97.836995	154.798440	97.101184	631.373510	292.883509
4.500000	36.797465	49.336335	78.968728	25.088694	150.843599	22.417663	495.120993	97.917918	154.798440	97.182169	631.373510	292.883509
5.000000	36.749332	51.640921	81.765157	25.377594	157.222406	23.391021	494.704575	97.836995	154.798440	97.101184	631.373510	292.883509
5.500000	36.677133	54.642948	85.017526	25.909778	165.484479	24.577302	491.373231	97.796533	154.798440	96.858228	631.583269	292.883509
6.000000	36.689166	58.069504	88.482666	26.548400	174.050306	25.870044	482.836662	97.594223	154.717138	96.088870	631.373510	292.883509
6.500000	36.749332	61.829618	92.525330	27.445511	183.041386	27.284455	468.053824	97.027756	154.554535	94.388182	631.163751	292.778155
7.000000	36.761366	66.014261	96.750370	28.540290	192.579222	28.866163	446.816506	96.056669	153.904121	91.553702	629.905200	292.040679
7.500000	36.821531	70.077610	100.679889	29.711096	201.420027	30.341409	419.541128	94.276343	152.521992	87.504445	627.388096	290.460372
8.000000	36.905764	74.595811	104.993873	31.170801	210.277655	31.664568	387.685151	91.686778	150.082941	82.321396	622.353889	286.878344
8.500000	36.941863	78.598513	108.214171	32.645713	218.043247	32.653136	352.497831	88.126127	146.343063	76.126032	614.802577	280.662471
9.000000	37.038129	82.510245	111.434469	34.303087	224.716802	33.276693	315.644838	83.634850	141.139754	69.080325	604.104887	270.969923
9.500000	37.074228	85.694213	113.682602	35.930051	231.026345	33.717746	279.416473	78.253411	134.635618	61.710677	589.631541	257.484639
10.000000	37.158460	88.574945	115.566173	37.480988	235.879839	33.839416	245.809630	72.184118	127.074560	54.381522	571.382539	239.995911
10.500000	37.230660	91.061472	117.024421	38.986310	240.247985	33.915460	215.787080	65.750668	119.350898	47.612070	549.987157	219.030509
11.000000	37.254726	92.911206	118.118107	40.263552	244.130780	33.854625	190.142818	59.236294	111.871141	41.675757	525.445396	195.536616
11.500000	37.363025	94.518351	118.968752	41.510384	246.678865	33.656911	168.668355	53.086078	104.879195	36.630903	498.386532	170.673124
12.000000	37.363025	95.731291	119.576355	42.605164	249.833636	33.504824	151.050956	47.515330	98.336062	32.558552	470.069115	146.441755
12.500000	37.459290	96.640996	119.819397	43.395838	251.532360	33.185441	136.769396	42.555272	92.608930	29.215577	441.122423	123.933839
13.000000	37.471323	97.459731	120.123198	44.247333	254.080444	32.957310	125.211158	38.364529	87.572304	26.581717	412.595247	104.015901
13.500000	37.531489	97.884260	120.123198	44.840338	255.293818	32.683553	115.667783	34.760896	83.023094	24.482096	385.116865	87.364926
14.000000	37.579622	98.187495	120.244719	45.402933	256.628529	32.394587	108.053944	31.825351	79.042534	22.820232	359.526311	73.453985
14.500000	37.615721	98.369436	120.183959	45.783065	257.841903	32.120830	101.691694	29.416180	75.468155	21.492767	336.033343	62.409452
15.000000	37.663854	98.339112	119.758636	46.071965	258.569927	31.786238	96.476736	27.411912	72.299954	20.449035	314.637962	53.659478
15.500000	37.724020	98.460406	119.940917	46.330455	259.540626	31.558107	92.304769	25.772056	69.456698	19.597837	295.130408	46.543535
16.000000	37.711987	98.217818	119.515595	46.406481	260.147313	31.314768	88.654298	24.402828	66.897767	18.949304	277.930200	41.193401
16.500000	37.784186	98.187495	119.515595	46.573739	260.389987	30.964967	85.838220	23.299132	64.582544	18.391972	262.198302	36.660282
17.000000	37.808252	97.762966	119.211793	46.573739	260.753999	30.812880	83.230740	22.408074	62.551646	17.986639	249.052815	33.260443
17.500000	37.844352	97.490054	118.907991	46.543328	260.875337	30.523914	81.301206	21.648650	60.642602	17.652240	236.773346	30.471700
18.000000	37.868418	97.308113	118.725710	46.497713	260.875337	30.310992	79.580269	21.030985	58.896030	17.388773	226.068168	28.243350
18.500000	37.856385	96.853261	118.482669	46.376070	261.118011	30.128487	78.120081	20.514577	57.352548	17.206374	216.622423	26.423750
19.000000	37.916551	96.550026	118.239628	46.315249	260.632662	29.854730	76.920640	20.079174	55.809066	17.044241	208.226205	24.894232
19.500000	37.904518	96.095173	118.057347	46.178402	261.118011	29.733060	75.929798	19.765279	54.509291	16.983441	200.879514	23.694351
20.000000	37.952650	95.700968	117.692785	45.935118	260.511325	29.459303	75.043255	19.461509	53.209517	16.882108	194.267493	22.784551
20.500000	37.952650	95.458380	117.571264	45.874297	260.875337	29.352842	74.417460	19.258996	52.072214	16.861841	188.495093	21.927493
21.000000	37.952650	94.942880	117.145941	45.600602	260.389987	29.139920	73.843815	19.046357	50.975530	16.851708	183.352410	21.334146
