0.000000	49.485865	46.425279	70.944192	24.799794	150.336996	19.786553	510.112041	95.652049	155.286250	95.238526	657.593340	301.943934
0.500000	49.557967	46.546573	70.853004	24.738973	150.094322	19.710509	510.112041	95.652049	155.286250	95.198033	657.383582	301.943934
1.000000	49.557967	46.455603	70.944192	24.814999	149.972984	19.740927	510.112041	95.652049	155.286250	95.238526	657.383582	301.943934
1.500000	49.557967	46.516250	70.944192	24.830204	150.336996	19.756136	509.903832	95.652049	155.286250	95.198033	657.383582	301.943934
2.000000	49.582001	46.516250	70.822608	24.754178	150.094322	19.710509	509.903832	95.652049	155.286250	95.198033	657.383582	301.943934
2.500000	49.606035	46.607220	70.944192	24.814999	150.094322	19.695301	510.112041	95.652049	155.286250	95.198033	657.383582	301.838580
3.000000	49.509899	46.485926	70.822608	24.799794	150.336996	19.756136	509.903832	95.652049	155.286250	95.238526	657.383582	301.943934
3.500000	49.606035	46.576897	70.853004	24.754178	149.851647	19.710509	510.112041	95.652049	155.286250	95.198033	657.383582	301.838580
4.000000	49.606035	46.607220	71.004984	24.845410	150.215659	19.725718	510.112041	95.692511	155.286250	95.198033	657.383582	301.943934
4.500000	49.557967	46.576897	71.643299	24.754178	150.215659	19.923432	509.903832	95.652049	155.286250	95.238526	657.383582	301.943934
5.000000	49.533933	47.001426	73.315078	24.738973	151.186358	20.318858	509.903832	95.652049	155.367552	95.198033	657.173823	301.943934
5.500000	49.341661	48.153719	76.050715	24.875820	154.219792	20.972834	509.903832	95.652049	155.286250	95.198033	657.383582	301.943934
6.000000	48.981152	50.276364	79.363876	25.012667	160.043986	21.626809	510.112041	95.652049	155.286250	95.198033	657.383582	301.943934
6.500000	48.716779	53.157096	82.768224	25.377594	166.838878	22.235158	509.487414	95.611587	155.286250	95.157540	657.383582	301.943934
7.000000	48.404338	56.250094	85.929405	26.016215	174.361795	22.843507	508.446369	95.652049	155.286250	95.117048	657.383582	301.943934
