725 40 0
726 86 0
727 439 62
728 20 0
729 70 14
730 301 30
732 41 0
733 21 0
735 18 0
736 515 54
737 18 0
739 14 0
740 10 0
741 187 36
742 29 0
743 0 0
745 307 41
747 13 0
748 0 0
749 13 0
750 114 19
751 29 0
752 123 13
753 34 0
755 33 0
756 1710 290
757 16 0
758 23 0
760 38 0
761 14 0
762 73 11
763 119 38
764 13 0
765 12 0
766 212 19
767 443 32
769 296 22
770 436 70
