0.000000	51.672953	46.728514	71.339340	24.845410	153.370431	19.756136	517.607565	97.634685	159.432637	97.182169	666.403203	309.002637
0.500000	51.576817	46.576897	71.248152	24.830204	153.491768	19.771344	517.607565	97.634685	159.432637	97.263154	666.612962	309.107991
1.000000	51.672953	46.728514	71.248152	24.784588	153.249093	19.756136	517.607565	97.594223	159.432637	97.182169	666.193445	309.002637
1.500000	51.648919	46.728514	71.339340	24.799794	153.491768	19.816970	517.607565	97.634685	159.432637	97.222662	666.403203	309.002637
2.000000	51.624885	46.637544	71.217756	24.754178	153.491768	19.740927	517.607565	97.634685	159.351335	97.222662	666.403203	309.107991
2.500000	51.648919	46.728514	71.217756	24.754178	153.249093	19.725718	517.815774	97.594223	159.432637	97.182169	666.403203	309.002637
3.000000	51.672953	46.728514	71.308944	24.860615	153.249093	19.740927	517.607565	97.634685	159.432637	97.222662	666.193445	309.107991
3.500000	51.624885	46.637544	71.248152	24.784588	153.491768	19.756136	517.607565	97.634685	159.432637	97.222662	666.403203	309.002637
4.000000	51.672953	46.758838	71.643299	24.784588	152.885081	19.710509	517.815774	97.634685	159.432637	97.182169	666.403203	309.107991
4.500000	51.600851	46.819485	72.585575	24.830204	153.613105	20.075519	517.607565	97.675147	159.513939	97.222662	666.403203	309.107991
5.000000	51.480681	47.244014	74.713292	24.754178	154.583804	20.653450	517.607565	97.594223	159.432637	97.222662	666.403203	309.002637
5.500000	51.240342	48.851159	78.117641	24.891025	159.073287	21.413887	517.815774	97.634685	159.432637	97.182169	666.193445	309.002637
6.000000	50.807731	51.671245	81.977929	25.210336	166.232191	22.295993	517.607565	97.634685	159.432637	97.182169	666.403203	309.107991
6.500000	50.471256	55.037153	85.959801	25.651289	174.725807	23.147682	517.191147	97.594223	159.432637	97.141676	666.193445	309.107991
7.000000	50.254951	59.039856	89.668109	26.396347	183.462097	23.847283	515.525475	97.594223	159.432637	96.979706	666.403203	309.002637
7.500000	50.038645	62.739323	93.072458	27.399895	191.713038	24.562093	511.985922	97.472837	159.432637	96.655766	666.193445	309.002637
8.000000	49.846374	66.317496	95.838491	28.433853	198.629268	25.124816	505.739652	97.230065	159.270033	95.805422	666.403203	309.107991
